Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Exclusive Shelf,Categories
29359237,Eileen,Ottessa Moshfegh,"Moshfegh, Ottessa",,,,3,3.57,Vintage Digital,Kindle Edition,274,2016,2015,24/03/2024,24/03/2024,read,['N/A']
54640337,The House We Grew Up In,Lisa Jewell,"Jewell, Lisa",,,,0,3.8,Cornerstone Digital,Kindle Edition,448,2013,2013,18/02/2024,18/02/2024,read,['N/A']
183087424,Hurt Mountain,Angela Crook,"Crook, Angela",,1662515790,9.78166E+12,1,3.94,Lake Union Publishing,Kindle Edition,289,2024,2024,10/02/2024,10/02/2024,read,['N/A']
59904786,The Keeper of Stories,Sally Page,"Page, Sally",,,,0,4.08,One More Chapter,Kindle Edition,386,2022,2022,08/06/2022,26/05/2022,read,['N/A']
60885525,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,,,0,4.5,Faber & Faber,Kindle Edition,644,2022,2022,,08/01/2024,currently-reading,['N/A']
193771976,The Real Deal,Caitlin Devlin,"Devlin, Caitlin",,1662518242,9.78166E+12,3,3.42,Lake Union Publishing,Kindle Edition,359,2024,2024,08/01/2024,08/01/2024,read,['N/A']
125071926,Your Child is Not Broken: Parent Your Neurodivergent Child Without Losing Your Marbles,Heidi Mavir,"Mavir, Heidi",,1035030985,9.78104E+12,5,4.41,Bluebird,Kindle Edition,281,2023,,07/08/2023,16/07/2023,read,['Family & Relationships']
40197590,Co-Active Coaching: The proven framework for transformative conversations at work and in life,Henry Kimsey-House,"Kimsey-House, Henry","Karen Kimsey-House, Phillip Sandahl, Laura Whitworth, Alexis Phillips",1473691133,9.78147E+12,5,4.2,John Murray Business,Kindle Edition,241,2018,1998,29/12/2023,29/12/2023,read,['Business & Economics']
150313122,"Another Time, Another Place",Jo  Lovett,"Lovett, Jo",,1785134957,9.78179E+12,0,3.94,Boldwood Books,Kindle Edition,282,2023,2023,05/11/2023,05/11/2023,read,['FICTION']
49427331,As You Were,Elaine Feeney,"Feeney, Elaine",,,,0,3.6,Vintage Digital,Kindle Edition,395,2020,2020,16/10/2023,16/10/2023,read,['N/A']
55068407,One-hit Wonder,Lisa Jewell,"Jewell, Lisa",,,,0,3.74, Penguin ,Kindle Edition,466,2001,2001,12/11/2023,12/11/2023,read,['N/A']
62966998,Yellowface,R.F. Kuang,"Kuang, R.F.",,8532796,9.78001E+12,4,3.76,The Borough Press,Kindle Edition,336,2023,2023,04/01/2024,01/01/2024,read,['N/A']
60641361,When I First Held You,Anstey Harris,"Harris, Anstey",,1662503857,9.78166E+12,4,4.31,Lake Union Publishing,Kindle Edition,313,2023,2023,27/12/2023,26/12/2023,read,['N/A']
11165610,On Chesil Beach,Ian McEwan,"McEwan, Ian",,,,4,3.61,Vintage Digital,Kindle Edition,226,2010,2007,01/01/2023,18/12/2023,read,['N/A']
57638052,The Echo Chamber,John Boyne,"Boyne, John",,1473563321,9.78147E+12,1,3.87,Transworld Publishers Doubleday,Kindle Edition,432,2021,2021,,03/01/2024,read,['Fiction']
61916884,Haven,Emma Donoghue,"Donoghue, Emma",,1529091179,9.78153E+12,4,3.42,Picador,Kindle Edition,289,2022,2022,10/10/2023,05/10/2023,read,['Fiction']
55830333,The Hand That First Held Mine,Maggie O'Farrell,"O'Farrell, Maggie",,,,5,4.04,Headline,Kindle Edition,386,2010,2010,01/01/2024,31/12/2023,read,['N/A']
61304113,Milk Teeth,Jessica  Andrews,"Andrews, Jessica",,1473682835,9.78147E+12,0,3.66,Sceptre,Kindle Edition,251,2022,2022,01/01/2023,18/12/2023,read,['Fiction']
59764952,At the Table,Claire    Powell,"Powell, Claire",,349727031,9.78035E+12,0,3.74,Fleet,Kindle Edition,314,2022,2022,01/01/2023,18/12/2023,read,['N/A']
58494898,My Daughter's Mistake,Kate Hewitt,"Hewitt, Kate",,1800192975,9.7818E+12,0,4.26,Bookouture,Kindle Edition,382,2021,2021,01/01/2023,18/12/2023,read,['N/A']
58010673,Yearbook: A hilarious collection of true stories from the writer of Superbad,Seth Rogen,"Rogen, Seth",,751575763,9.78075E+12,0,4.16,Sphere,Kindle Edition,202,2021,2021,01/01/2023,18/12/2023,read,['N/A']
50387343,Scabby Queen,Kirstin Innes,"Innes, Kirstin",,8342318,9.78001E+12,4,3.72,4th Estate,Kindle Edition,401,2020,2020,01/01/2023,18/12/2023,read,['N/A']
61260774,Out of the Ashes,Kara Thomas,"Thomas, Kara",,1662509545,9.78166E+12,0,3.89,Thomas & Mercer,Kindle Edition,286,2023,2023,01/01/2023,18/12/2023,read,['N/A']
83817583,Kala,Colin Walsh,"Walsh, Colin",,,,0,3.99,Atlantic Books,Kindle Edition,417,2023,2023,01/01/2023,18/12/2023,read,['N/A']
61303264,Bournville,Jonathan Coe,"Coe, Jonathan",,241517419,9.78024E+12,0,3.8,Viking,Kindle Edition,361,2022,2022,01/01/2023,18/12/2023,read,['N/A']
58487910,The Mad Women's Ball,Victoria Mas,"Mas, Victoria",Frank Wynne,1473575672,9.78147E+12,0,3.78,Transworld Digital,Kindle Edition,214,2021,2019,01/01/2023,18/12/2023,read,['Fiction']
45023640,Grown Ups,Marian Keyes,"Keyes, Marian",,,,0,3.94,Penguin,Kindle Edition,615,2020,2020,01/01/2023,18/12/2023,read,['N/A']
43264734,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,,,0,3.96,Cornerstone Digital,Kindle Edition,442,2019,2019,01/01/2023,27/10/2023,read,['N/A']
41560071,The Importance of Being Aisling (The Aisling Series Book 2),Emer McLysaght,"McLysaght, Emer",Sarah Breen,1405938234,9.78141E+12,0,4.11,Penguin,Kindle Edition,378,2018,,01/01/2023,18/12/2023,read,['N/A']
30900651,Himself,Jess Kidd,"Kidd, Jess",,1782118470,9.78178E+12,0,3.92,Canongate,ebook,361,2016,2017,01/01/2023,18/12/2023,read,['N/A']
25573991,The Followers,Rebecca Wait,"Wait, Rebecca",,1447224760,9.78145E+12,0,3.9,Picador,Kindle Edition,347,2015,2015,01/01/2023,18/12/2023,read,['Fiction']
25385666,Together Apart,Natalie K. Martin,"Martin, Natalie K.",,1503999114,9.7815E+12,0,3.56,Lake Union Publishing,Kindle Edition,242,2015,2014,01/01/2023,18/12/2023,read,['N/A']
61795667,The Last Kings of Sark,Rosa Rankin-Gee,"Rankin-Gee, Rosa",,,,0,3.26,Scribner UK,Kindle Edition,287,2022,2013,01/01/2023,18/12/2023,read,['N/A']
18868225,We Need New Names,NoViolet Bulawayo,"Bulawayo, NoViolet",,,,0,3.74,Vintage Digital,Kindle Edition,308,2013,2013,01/01/2023,18/12/2023,read,['N/A']
42976415,After You'd Gone,Maggie O'Farrell,"O'Farrell, Maggie",,755372239,9.78076E+12,0,4.03,Hachette UK,Paperback,372,2009,2000,01/01/2023,18/12/2023,read,['N/A']
60294977,Heartsick,Jessie Stephens,"Stephens, Jessie",,1529084229,9.78153E+12,0,4,Pan Macmillan,Kindle Edition,333,2022,2021,,18/12/2023,read,['Family & Relationships']
61413914,"Girl Friends: the unmissable, thought-provoking and funny new novel about female friendship",Holly Bourne,"Bourne, Holly",,,,0,4.1,Hodder & Stoughton,Kindle Edition,444,2022,,,18/12/2023,read,['N/A']
60159416,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,1529099471,9.78153E+12,0,4.08,Macmillan,ebook,464,2022,2019,,18/12/2023,read,['Fiction']
189900510,The Rise,Ian Rankin,"Rankin, Ian",,1662515340,9.78166E+12,0,3.65,Amazon Original Stories,Kindle Edition,86,2023,2023,18/12/2023,05/10/2023,read,['N/A']
11697097,Call Me by Your Name,André Aciman,"Aciman, André",,,,0,4.1,,Kindle Edition,256,2011,2007,18/12/2023,18/10/2023,read,['N/A']
32904894,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,,,0,4.05,Cornerstone Digital,Kindle Edition,421,2017,2017,18/12/2023,19/10/2023,read,['N/A']
48996975,How to Disappear,Gillian McAllister,"McAllister, Gillian",,,,0,4.03,Penguin,Kindle Edition,453,2020,2020,18/12/2023,21/10/2023,read,['N/A']
123164549,The Other Mothers,Katherine Faulkner,"Faulkner, Katherine",,1526626284,9.78153E+12,4,3.84,Bloomsbury Publishing,Kindle Edition,356,2023,2023,17/12/2023,16/12/2023,read,['Fiction']
108517185,This Could be Everything,Eva Rice,"Rice, Eva",,1398510181,9.7814E+12,0,3.82,Simon & Schuster UK,Kindle Edition,430,2023,2023,15/12/2023,10/12/2023,read,['N/A']
198712875,Two Women Walk into a Bar,Cheryl Strayed,"Strayed, Cheryl",,1662517920,9.78166E+12,5,4.06,Amazon Original Stories,Kindle Edition,31,2024,,07/12/2023,07/12/2023,read,['N/A']
123443518,The Scenic Route,Christina Baker Kline,"Kline, Christina Baker",,1662514689,9.78166E+12,5,4.02,Amazon Original Stories,Kindle Edition,43,2023,2012,28/11/2023,28/11/2023,read,['N/A']
43205626,Saltwater,Jessica  Andrews,"Andrews, Jessica",,1473682797,9.78147E+12,0,3.79,Sceptre,Kindle Edition,304,2019,2019,27/11/2023,20/06/2023,read,['Fiction']
59582065,Prize Women,Caroline Lea,"Lea, Caroline",,140594899X,9.78141E+12,0,3.93,Penguin,Kindle Edition,438,2023,2023,11/11/2023,27/10/2023,read,['Fiction']
50882242,"I Will Teach You To Be Rich: No guilt, no excuses - just a 6-week programme that works",Ramit Sethi,"Sethi, Ramit",,1529308070,9.78153E+12,0,4.19,Yellow Kite,Kindle Edition,304,2020,2009,05/11/2023,05/11/2023,read,['Business & Economics']
50274834,A History of Loneliness,John Boyne,"Boyne, John",,,,5,4.27,Transworld Digital,Kindle Edition,353,2020,2014,05/11/2023,30/10/2023,read,['N/A']
57800975,I Have Something to Tell You,Susan    Lewis,"Lewis, Susan",,8287007,9.78001E+12,1,4.02,HarperCollins,Kindle Edition,509,2021,2021,30/10/2023,29/10/2023,read,['N/A']
75649740,The Librarian,Valerie Keogh,"Keogh, Valerie",,180415475X,9.7818E+12,2,3.84,Boldwood Books,Kindle Edition,281,2023,2023,28/10/2023,27/10/2023,read,['N/A']
58238072,Love Untold,Ruth Jones,"Jones, Ruth",,,,0,4.33,Transwolrd Digital,Kindle Edition,512,2022,2022,26/10/2023,25/10/2023,read,['N/A']
40104340,"Vanished (David Raker, #3)",Tim Weaver,"Weaver, Tim",,,,3,4.12,Penguin,Kindle Edition,483,2012,2012,15/10/2023,15/10/2023,read,['N/A']
43307715,The Carer,Deborah Moggach,"Moggach, Deborah",,,,4,3.77,Tinder Press,Kindle Edition,204,2019,2019,21/09/2023,18/09/2023,read,['N/A']
63126737,Just Stay Away,Tony Wirt,"Wirt, Tony",,166251378X,9.78166E+12,3,3.82,Thomas & Mercer,Kindle Edition,287,2023,2023,12/09/2023,12/09/2023,read,['N/A']
50432416,The School for Good Mothers,Jessamine Chan,"Chan, Jessamine",,,,3,3.54,37 Ink,Kindle Edition,336,2022,2022,10/09/2023,09/09/2023,read,['N/A']
125538048,Fat Talk: Coming of Age in Diet Culture,Virginia Sole-Smith,"Sole-Smith, Virginia",,1804183113,9.7818E+12,0,4.3,Ithaka,Kindle Edition,385,2023,2023,,26/04/2023,currently-reading,['Health & Fitness']
77781554,The Island of Longing,Anne  Griffin,"Griffin, Anne",,1529372062,9.78153E+12,4,4.15,Sceptre,Kindle Edition,307,2023,2023,26/08/2023,26/08/2023,read,['Fiction']
60536444,The Forgetting,Hannah Beckerman,"Beckerman, Hannah",,1542030390,9.78154E+12,4,4.07,Lake Union Publishing,Kindle Edition,329,2023,2023,07/08/2023,07/03/2023,read,['N/A']
74878332,Sea Defences,Hilary  Taylor,"Taylor, Hilary",,178563366X,9.78179E+12,5,4.3,Lightning Books,Kindle Edition,337,2022,,07/08/2023,12/04/2023,read,['Fiction']
19784687,Every Day Is Like Sunday,Paul Vlitos,"Vlitos, Paul",,,,2,3.21,Orion,Kindle Edition,298,2010,2008,07/08/2023,16/05/2023,read,['N/A']
62353013,No One Saw a Thing,Andrea Mara,"Mara, Andrea",,1529197899,9.78153E+12,1,3.98,Transworld Digital,Kindle Edition,378,2023,2023,07/08/2023,28/06/2023,read,['Fiction']
52394718,Nobber,Oisín Fagan,"Fagan, Oisín",,1529389100,9.78153E+12,0,3.58,JM Originals,ebook,304,2019,2019,07/08/2023,17/01/2021,read,['Fiction']
60781412,Ginger and Me,Elissa Soave,"Soave, Elissa",,000845843X,9.78001E+12,5,3.85,HQ,Kindle Edition,384,2022,2022,07/08/2023,08/05/2023,read,['Fiction']
62397519,Between Us,Mhairi McFarlane,"McFarlane, Mhairi",,8412499,9.78001E+12,3,3.73,HarperCollins,ebook,448,2023,2023,07/08/2023,16/07/2023,read,['N/A']
60769393,The Queen of Dirt Island,Donal Ryan,"Ryan, Donal",,1473544602,9.78147E+12,5,4.08,Transworld Digital,Kindle Edition,248,2022,2022,07/08/2023,23/07/2023,read,['Fiction']
55857644,Instructions for a Heatwave,Maggie O'Farrell,"O'Farrell, Maggie",,755386833,,5,3.75,Tinder Press,Kindle Edition,338,2013,2013,06/08/2023,02/08/2023,read,['N/A']
41416526,At Home with Dyslexia: A Parent's Guide to Supporting Your Child,Sascha Roos,"Roos, Sascha",,1472140648,9.78147E+12,0,4.43,Robinson,Kindle Edition,275,2018,,,01/08/2023,currently-reading,['Family & Relationships']
21286589,The Lost Child,Julie Myerson,"Myerson, Julie",,,9.78141E+12,0,3.27,Bloomsbury Publishing,Kindle Edition,337,2012,2009,09/10/2022,09/10/2022,read,['N/A']
131068014,The Way Life Should Be,William Dameron,"Dameron, William",,1662508913,9.78166E+12,2,3.67,Little A,Kindle Edition,308,2023,,29/07/2023,29/07/2023,read,['N/A']
43453228,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,,,5,4.17,Scribner UK,Kindle Edition,175,2020,2016,21/07/2023,19/07/2023,read,['N/A']
36597347,The Lines We Leave Behind,Eliza Graham,"Graham, Eliza",,1477830529,9.78148E+12,5,3.96,Lake Union Publishing,Kindle Edition,319,2018,2018,14/07/2023,28/06/2023,read,['N/A']
74883803,"Sing, Wild Bird, Sing",Jacqueline O'Mahony,"O'Mahony, Jacqueline",,1662512171,9.78166E+12,5,4.12,Lake Union Publishing,Kindle Edition,279,2023,2023,10/07/2023,10/07/2023,read,['N/A']
59125724,The Schoolhouse,Sophie Ward,"Ward, Sophie",,1472156293,9.78147E+12,3,3.29,"Little, Brown Book Group",Kindle Edition,304,2023,2022,28/06/2023,28/06/2023,read,['Fiction']
59523594,We Had to Remove This Post,Hanna Bervoets,"Bervoets, Hanna",Emma Rault,1529087252,9.78153E+12,4,2.93,Picador,Kindle Edition,144,2022,2021,20/06/2023,19/06/2023,read,['Fiction']
61386473,The Neighbour,Gemma Rogers,"Rogers, Gemma",,1800487010,9.7818E+12,3,4.1,Boldwood Books,Kindle Edition,308,2023,2023,18/06/2023,17/06/2023,read,['FICTION']
61843741,Winter People,Gráinne Murphy,"Murphy, Gráinne",,1915054362,9.78192E+12,4,4.1,Legend Press,Kindle Edition,272,2022,,17/06/2023,17/06/2023,read,['Fiction']
125622325,Don't Close Your Eyes,P.S. Cunliffe,"Cunliffe, P.S.",,1471413209,9.78147E+12,3,4.01,embla books,Kindle Edition,396,2023,2023,10/06/2023,10/06/2023,read,['Fiction']
60722411,Me vs Brain: An Overthinker’s Guide to Life,Hayley Morris,"Morris, Hayley",,,,2,3.94,Penguin,Kindle Edition,292,2023,,06/06/2023,04/06/2023,read,['N/A']
57587292,Greenwich Park,Katherine Faulkner,"Faulkner, Katherine",,152662625X,9.78153E+12,2,3.84,Raven Books,Kindle Edition,383,2021,2021,31/05/2023,31/05/2023,read,['Fiction']
60794854,We Do What We Do in the Dark,Michelle  Hart,"Hart, Michelle",,147229646X,9.78147E+12,3,3.54,Tinder Press,Kindle Edition,194,2022,2022,26/04/2023,26/04/2023,read,['N/A']
54858429,The Other Woman,Amanda Brookfield,"Brookfield, Amanda",,1838895922,9.78184E+12,0,3.82,Boldwood Books,Kindle Edition,370,2020,,09/04/2023,09/04/2023,read,['Abused wives']
62020948,Five Winters,Kitty  Johnson,"Johnson, Kitty",,1662508018,9.78166E+12,0,3.98,Lake Union,Kindle Edition,308,2023,2023,29/03/2023,27/03/2023,read,['N/A']
11317309,I Remember Nothing and other reflections: Memories and wisdom from the iconic writer and director,Nora Ephron,"Ephron, Nora",,,,0,3.8,Transworld Digital,Kindle Edition,162,2011,2010,01/12/2020,29/09/2020,read,['N/A']
49617890,Difficult Women: A History of Feminism in 11 Fights,Helen   Lewis,"Lewis, Helen",,,,0,4.23,Vintage Digital,Kindle Edition,368,2020,2020,,20/03/2023,currently-reading,['N/A']
50175987,The Skylark's Secret,Fiona Valpy,"Valpy, Fiona",,1542005167,9.78154E+12,2,4.31,Lake Union Publishing,Kindle Edition,315,2020,2020,20/03/2023,15/03/2023,read,['N/A']
61139426,Can’t We Just Print More Money?: Economics in Ten Simple Questions,The Bank of England,"England, The Bank of",,1529159067,9.78153E+12,0,4.05,Penguin,Kindle Edition,311,2022,,,24/11/2022,currently-reading,['Business & Economics']
13362937,"52 Small Changes: One Year to a Happier, Healthier You",Brett Blumenthal,"Blumenthal, Brett",,1612189288,9.78161E+12,1,3.42,Lake Union Publishing,Kindle Edition,429,2011,2011,14/03/2023,14/03/2023,read,['N/A']
55111024,Ordinary People,Diana Evans,"Evans, Diana",,,,1,3.31,Vintage Digital,Kindle Edition,334,2020,2018,26/02/2023,20/02/2023,read,['N/A']
67918813,"Wild, Beautiful, and Free",Sophfronia Scott,"Scott, Sophfronia",,1542036070,9.78154E+12,0,4.31,Lake Union Publishing,Kindle Edition,322,2023,2023,19/02/2023,05/02/2023,read,['N/A']
35060532,"Scissors, Paper, Stone",Elizabeth Day,"Day, Elizabeth",,8221782,9.78001E+12,0,3.76,Fourth Estate,Kindle Edition,257,2017,2011,08/02/2023,06/02/2023,read,['N/A']
34802303,Tin Man,Sarah Winman,"Winman, Sarah",,755390989,,5,3.97,Tinder Press,Kindle Edition,226,2017,2017,02/02/2023,12/01/2023,read,['N/A']
62913680,An Impossible Return,Caroline Laurent,"Laurent, Caroline",Jeffrey Zuckerman,1542032342,9.78154E+12,0,4.18,Amazon Crossing,Kindle Edition,350,2022,2020,02/02/2023,26/11/2022,read,['N/A']
61021606,The Beloved Girls,Harriet Evans,"Evans, Harriet",,1472251075,9.78147E+12,3,3.65,Review,Kindle Edition,520,2021,2021,02/02/2023,29/01/2023,read,['Fiction']
56931626,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,,,5,4.26,,Kindle Edition,565,2023,2021,29/01/2023,06/01/2023,read,['N/A']
63356585,The Cuckoo Sister,Alison Stockham,"Stockham, Alison",,1804159875,9.7818E+12,1,3.66,Boldwood Books,Kindle Edition,299,2023,2023,29/01/2023,26/01/2023,read,['N/A']
